Ukazatel,CasM,Hodnota
Z  Mléko kravské Q. tř. j. [l],2013-01,7.898
Z  Mléko kravské Q. tř. j. [l],2013-02,7.943
Z  Mléko kravské Q. tř. j. [l],2013-03,8.056
Z  Mléko kravské Q. tř. j. [l],2013-04,8.136
Z  Mléko kravské Q. tř. j. [l],2013-05,8.21
Z  Mléko kravské Q. tř. j. [l],2013-06,8.25
Z  Mléko kravské Q. tř. j. [l],2013-07,8.306
Z  Mléko kravské Q. tř. j. [l],2013-08,8.377
Z  Mléko kravské Q. tř. j. [l],2013-09,8.5
Z  Mléko kravské Q. tř. j. [l],2013-10,8.719
Z  Mléko kravské Q. tř. j. [l],2013-11,9.045
Z  Mléko kravské Q. tř. j. [l],2013-12,9.365
Z  Mléko kravské Q. tř. j. [l],2014-01,9.567
Z  Mléko kravské Q. tř. j. [l],2014-02,9.728
Z  Mléko kravské Q. tř. j. [l],2014-03,9.795
Z  Mléko kravské Q. tř. j. [l],2014-04,9.808
Z  Mléko kravské Q. tř. j. [l],2014-05,9.78
Z  Mléko kravské Q. tř. j. [l],2014-06,9.677
Z  Mléko kravské Q. tř. j. [l],2014-07,9.55
Z  Mléko kravské Q. tř. j. [l],2014-08,9.515
Z  Mléko kravské Q. tř. j. [l],2014-09,9.331
Z  Mléko kravské Q. tř. j. [l],2014-10,9.156
Z  Mléko kravské Q. tř. j. [l],2014-11,9.085
Z  Mléko kravské Q. tř. j. [l],2014-12,9.011
Z  Mléko kravské Q. tř. j. [l],2015-01,8.952
Z  Mléko kravské Q. tř. j. [l],2015-02,8.614
Z  Mléko kravské Q. tř. j. [l],2015-03,8.478
Z  Mléko kravské Q. tř. j. [l],2015-04,8.378
Z  Mléko kravské Q. tř. j. [l],2015-05,8.24
Z  Mléko kravské Q. tř. j. [l],2015-06,7.818
Z  Mléko kravské Q. tř. j. [l],2015-07,7.528
Z  Mléko kravské Q. tř. j. [l],2015-08,7.305
Z  Mléko kravské Q. tř. j. [l],2015-09,7.141
Z  Mléko kravské Q. tř. j. [l],2015-10,7.142
Z  Mléko kravské Q. tř. j. [l],2015-11,7.314
Z  Mléko kravské Q. tř. j. [l],2015-12,7.435
Z  Mléko kravské Q. tř. j. [l],2016-01,7.497
Z  Mléko kravské Q. tř. j. [l],2016-02,7.329
Z  Mléko kravské Q. tř. j. [l],2016-03,7.07
Z  Mléko kravské Q. tř. j. [l],2016-04,6.829
Z  Mléko kravské Q. tř. j. [l],2016-05,6.588
Z  Mléko kravské Q. tř. j. [l],2016-06,6.268
Z  Mléko kravské Q. tř. j. [l],2016-07,6.139
Z  Mléko kravské Q. tř. j. [l],2016-08,6.119
Z  Mléko kravské Q. tř. j. [l],2016-09,6.202
Z  Mléko kravské Q. tř. j. [l],2016-10,6.435
Z  Mléko kravské Q. tř. j. [l],2016-11,6.799
Z  Mléko kravské Q. tř. j. [l],2016-12,7.23
Z  Mléko kravské Q. tř. j. [l],2017-01,7.633
Z  Mléko kravské Q. tř. j. [l],2017-02,7.841
Z  Mléko kravské Q. tř. j. [l],2017-03,8.067
Z  Mléko kravské Q. tř. j. [l],2017-04,8.197
Z  Mléko kravské Q. tř. j. [l],2017-05,8.297
Z  Mléko kravské Q. tř. j. [l],2017-06,8.344
Z  Mléko kravské Q. tř. j. [l],2017-07,8.41
Z  Mléko kravské Q. tř. j. [l],2017-08,8.48
Z  Mléko kravské Q. tř. j. [l],2017-09,8.635
Z  Mléko kravské Q. tř. j. [l],2017-10,8.878
Z  Mléko kravské Q. tř. j. [l],2017-11,9.145
Z  Mléko kravské Q. tř. j. [l],2017-12,9.312
Z  Mléko kravské Q. tř. j. [l],2018-01,9.371
Z  Mléko kravské Q. tř. j. [l],2018-02,9.053
Z  Mléko kravské Q. tř. j. [l],2018-03,8.84
Z  Mléko kravské Q. tř. j. [l],2018-04,8.6
Z  Mléko kravské Q. tř. j. [l],2018-05,8.38
Z  Mléko kravské Q. tř. j. [l],2018-06,8.227
Z  Mléko kravské Q. tř. j. [l],2018-07,8.192
Z  Mléko kravské Q. tř. j. [l],2018-08,8.228
Z  Mléko kravské Q. tř. j. [l],2018-09,8.275
Z  Mléko kravské Q. tř. j. [l],2018-10,8.46
Z  Mléko kravské Q. tř. j. [l],2018-11,8.773
Z  Mléko kravské Q. tř. j. [l],2018-12,9.023
Z  Mléko kravské Q. tř. j. [l],2019-01,9.154
Z  Mléko kravské Q. tř. j. [l],2019-02,9.107
Z  Mléko kravské Q. tř. j. [l],2019-03,9.054
Z  Mléko kravské Q. tř. j. [l],2019-04,8.99
Z  Mléko kravské Q. tř. j. [l],2019-05,8.928
Z  Mléko kravské Q. tř. j. [l],2019-06,8.856
Z  Mléko kravské Q. tř. j. [l],2019-07,8.692
Z  Mléko kravské Q. tř. j. [l],2019-08,8.6
Z  Mléko kravské Q. tř. j. [l],2019-09,8.558
Z  Mléko kravské Q. tř. j. [l],2019-10,8.624
Z  Mléko kravské Q. tř. j. [l],2019-11,8.766
Z  Mléko kravské Q. tř. j. [l],2019-12,8.894
Z  Mléko kravské Q. tř. j. [l],2020-01,8.95
Z  Mléko kravské Q. tř. j. [l],2020-02,8.9
Z  Mléko kravské Q. tř. j. [l],2020-03,8.83
Z  Mléko kravské Q. tř. j. [l],2020-04,8.774
Z  Mléko kravské Q. tř. j. [l],2020-05,8.644
Z  Mléko kravské Q. tř. j. [l],2020-06,8.333
Z  Mléko kravské Q. tř. j. [l],2020-07,8.272
Z  Mléko kravské Q. tř. j. [l],2020-08,8.226
Z  Mléko kravské Q. tř. j. [l],2020-09,8.213
Z  Mléko kravské Q. tř. j. [l],2020-10,8.31
Z  Mléko kravské Q. tř. j. [l],2020-11,8.52
Z  Mléko kravské Q. tř. j. [l],2020-12,8.718
Z  Mléko kravské Q. tř. j. [l],2021-01,8.789
Z  Mléko kravské Q. tř. j. [l],2021-02,8.755
Z  Mléko kravské Q. tř. j. [l],2021-03,8.788
Z  Mléko kravské Q. tř. j. [l],2021-04,8.819
Z  Mléko kravské Q. tř. j. [l],2021-05,8.838
Z  Mléko kravské Q. tř. j. [l],2021-06,8.864
Z  Mléko kravské Q. tř. j. [l],2021-07,8.878
Z  Mléko kravské Q. tř. j. [l],2021-08,8.856
Z  Mléko kravské Q. tř. j. [l],2021-09,8.923
Z  Mléko kravské Q. tř. j. [l],2021-10,9.042
Z  Mléko kravské Q. tř. j. [l],2021-11,9.314
Z  Mléko kravské Q. tř. j. [l],2021-12,9.617
Z  Mléko kravské Q. tř. j. [l],2022-01,9.84
Z  Mléko kravské Q. tř. j. [l],2022-02,9.96
Z  Mléko kravské Q. tř. j. [l],2022-03,10.23
Z  Mléko kravské Q. tř. j. [l],2022-04,10.44
Z  Mléko kravské Q. tř. j. [l],2022-05,10.77
Z  Mléko kravské Q. tř. j. [l],2022-06,11.06
Z  Mléko kravské Q. tř. j. [l],2022-07,11.29
Z  Mléko kravské Q. tř. j. [l],2022-08,11.55
Z  Mléko kravské Q. tř. j. [l],2022-09,11.81
Z  Mléko kravské Q. tř. j. [l],2022-10,12.17
Z  Mléko kravské Q. tř. j. [l],2022-11,12.61
Z  Mléko kravské Q. tř. j. [l],2022-12,13.12
Z  Mléko kravské Q. tř. j. [l],2023-01,13.41
Z  Mléko kravské Q. tř. j. [l],2023-02,13.29
Z  Mléko kravské Q. tř. j. [l],2023-03,12.81
Z  Mléko kravské Q. tř. j. [l],2023-04,12.21
Z  Mléko kravské Q. tř. j. [l],2023-05,11.57
Z  Mléko kravské Q. tř. j. [l],2023-06,11.01
Z  Mléko kravské Q. tř. j. [l],2023-07,10.43
Z  Mléko kravské Q. tř. j. [l],2023-08,10.03
Z  Mléko kravské Q. tř. j. [l],2023-09,9.91
Z  Mléko kravské Q. tř. j. [l],2023-10,9.98
Z  Mléko kravské Q. tř. j. [l],2023-11,10.29
Z  Mléko kravské Q. tř. j. [l],2023-12,10.56
Z  Mléko kravské Q. tř. j. [l],2024-01,10.85
Z  Mléko kravské Q. tř. j. [l],2024-02,10.9
Z  Mléko kravské Q. tř. j. [l],2024-03,10.96
Z  Mléko kravské Q. tř. j. [l],2024-04,10.98
Z  Mléko kravské Q. tř. j. [l],2024-05,11.08
Z  Mléko kravské Q. tř. j. [l],2024-06,11.08
Z  Mléko kravské Q. tř. j. [l],2024-07,11.13
Z  Mléko kravské Q. tř. j. [l],2024-08,11.16
Z  Mléko kravské Q. tř. j. [l],2024-09,11.28
Z  Mléko kravské Q. tř. j. [l],2024-10,11.56
Z  Mléko kravské Q. tř. j. [l],2024-11,12.01
Z  Mléko kravské Q. tř. j. [l],2024-12,12.74
Z  Mléko kravské Q. tř. j. [l],2025-01,12.75
Z  Mléko kravské Q. tř. j. [l],2025-02,12.84
Z  Mléko kravské Q. tř. j. [l],2025-03,12.99
Z  Mléko kravské Q. tř. j. [l],2025-04,13.13
Z  Mléko kravské Q. tř. j. [l],2025-05,13.23
Z  Mléko kravské Q. tř. j. [l],2025-06,13.29
Z  Mléko kravské Q. tř. j. [l],2025-07,13.32
Z  Mléko kravské Q. tř. j. [l],2025-08,13.38
Z  Mléko kravské Q. tř. j. [l],2025-09,13.5
Z  Mléko kravské Q. tř. j. [l],2025-10,13.51
P  Mléko polotučné [l],2013-01,12.55
P  Mléko polotučné [l],2013-02,12.39
P  Mléko polotučné [l],2013-03,12.42
P  Mléko polotučné [l],2013-04,12.4
P  Mléko polotučné [l],2013-05,12.5
P  Mléko polotučné [l],2013-06,12.75
P  Mléko polotučné [l],2013-07,12.78
P  Mléko polotučné [l],2013-08,12.96
P  Mléko polotučné [l],2013-09,13.4
P  Mléko polotučné [l],2013-10,13.51
P  Mléko polotučné [l],2013-11,13.56
P  Mléko polotučné [l],2013-12,13.58
P  Mléko polotučné [l],2014-01,13.67
P  Mléko polotučné [l],2014-02,13.81
P  Mléko polotučné [l],2014-03,13.88
P  Mléko polotučné [l],2014-04,13.83
P  Mléko polotučné [l],2014-05,13.82
P  Mléko polotučné [l],2014-06,13.93
P  Mléko polotučné [l],2014-07,13.96
P  Mléko polotučné [l],2014-08,14.1
P  Mléko polotučné [l],2014-09,13.79
P  Mléko polotučné [l],2014-10,13.78
P  Mléko polotučné [l],2014-11,13.47
P  Mléko polotučné [l],2014-12,13.38
P  Mléko polotučné [l],2015-01,13.64
P  Mléko polotučné [l],2015-02,13.39
P  Mléko polotučné [l],2015-03,13.24
P  Mléko polotučné [l],2015-04,13.3
P  Mléko polotučné [l],2015-05,12.88
P  Mléko polotučné [l],2015-06,12.88
P  Mléko polotučné [l],2015-07,12.75
P  Mléko polotučné [l],2015-08,12.74
P  Mléko polotučné [l],2015-09,12.4
P  Mléko polotučné [l],2015-10,12.44
P  Mléko polotučné [l],2015-11,12.37
P  Mléko polotučné [l],2015-12,12.33
P  Mléko polotučné [l],2016-01,12.32
P  Mléko polotučné [l],2016-02,12.23
P  Mléko polotučné [l],2016-03,11.87
P  Mléko polotučné [l],2016-04,11.9
P  Mléko polotučné [l],2016-05,11.43
P  Mléko polotučné [l],2016-06,11.17
P  Mléko polotučné [l],2016-07,10.74
P  Mléko polotučné [l],2016-08,10.75
P  Mléko polotučné [l],2016-09,10.76
P  Mléko polotučné [l],2016-10,10.74
P  Mléko polotučné [l],2016-11,10.83
P  Mléko polotučné [l],2016-12,10.86
P  Mléko polotučné [l],2017-01,11.08
P  Mléko polotučné [l],2017-02,11.16
P  Mléko polotučné [l],2017-03,11.49
P  Mléko polotučné [l],2017-04,11.39
P  Mléko polotučné [l],2017-05,11.39
P  Mléko polotučné [l],2017-06,11.31
P  Mléko polotučné [l],2017-07,11.39
P  Mléko polotučné [l],2017-08,11.41
P  Mléko polotučné [l],2017-09,11.62
P  Mléko polotučné [l],2017-10,11.81
P  Mléko polotučné [l],2017-11,11.87
P  Mléko polotučné [l],2017-12,11.89
P  Mléko polotučné [l],2018-01,11.92
P  Mléko polotučné [l],2018-02,11.83
P  Mléko polotučné [l],2018-03,11.83
P  Mléko polotučné [l],2018-04,11.74
P  Mléko polotučné [l],2018-05,11.81
P  Mléko polotučné [l],2018-06,11.75
P  Mléko polotučné [l],2018-07,11.84
P  Mléko polotučné [l],2018-08,11.88
P  Mléko polotučné [l],2018-09,11.83
P  Mléko polotučné [l],2018-10,11.81
P  Mléko polotučné [l],2018-11,11.79
P  Mléko polotučné [l],2018-12,11.78
P  Mléko polotučné [l],2019-01,11.91
P  Mléko polotučné [l],2019-02,12.07
P  Mléko polotučné [l],2019-03,12.15
P  Mléko polotučné [l],2019-04,12.14
P  Mléko polotučné [l],2019-05,12.19
P  Mléko polotučné [l],2019-06,12.19
P  Mléko polotučné [l],2019-07,12.27
P  Mléko polotučné [l],2019-08,12.2
P  Mléko polotučné [l],2019-09,12.17
P  Mléko polotučné [l],2019-10,12.36
P  Mléko polotučné [l],2019-11,12.4
P  Mléko polotučné [l],2019-12,12.38
P  Mléko polotučné [l],2020-01,12.18
P  Mléko polotučné [l],2020-02,11.98
P  Mléko polotučné [l],2020-03,12.06
P  Mléko polotučné [l],2020-04,12.01
P  Mléko polotučné [l],2020-05,12.02
P  Mléko polotučné [l],2020-06,11.98
P  Mléko polotučné [l],2020-07,11.96
P  Mléko polotučné [l],2020-08,11.96
P  Mléko polotučné [l],2020-09,11.98
P  Mléko polotučné [l],2020-10,11.99
P  Mléko polotučné [l],2020-11,11.96
P  Mléko polotučné [l],2020-12,11.89
P  Mléko polotučné [l],2021-01,12.04
P  Mléko polotučné [l],2021-02,12.06
P  Mléko polotučné [l],2021-03,12.01
P  Mléko polotučné [l],2021-04,12.01
P  Mléko polotučné [l],2021-05,11.99
P  Mléko polotučné [l],2021-06,12.05
P  Mléko polotučné [l],2021-07,11.86
P  Mléko polotučné [l],2021-08,12.07
P  Mléko polotučné [l],2021-09,12.23
P  Mléko polotučné [l],2021-10,12.29
P  Mléko polotučné [l],2021-11,12.26
P  Mléko polotučné [l],2021-12,12.46
P  Mléko polotučné [l],2022-01,12.98
P  Mléko polotučné [l],2022-02,12.97
P  Mléko polotučné [l],2022-03,13.18
P  Mléko polotučné [l],2022-04,13.46
P  Mléko polotučné [l],2022-05,13.8
P  Mléko polotučné [l],2022-06,14.08
P  Mléko polotučné [l],2022-07,14.47
P  Mléko polotučné [l],2022-08,14.57
P  Mléko polotučné [l],2022-09,14.74
P  Mléko polotučné [l],2022-10,15.47
P  Mléko polotučné [l],2022-11,16.08
P  Mléko polotučné [l],2022-12,16.02
P  Mléko polotučné [l],2023-01,16.47
P  Mléko polotučné [l],2023-02,16.75
P  Mléko polotučné [l],2023-03,16.64
P  Mléko polotučné [l],2023-04,16.57
P  Mléko polotučné [l],2023-05,16.51
P  Mléko polotučné [l],2023-06,16.27
P  Mléko polotučné [l],2023-07,15.85
P  Mléko polotučné [l],2023-08,15.56
P  Mléko polotučné [l],2023-09,15.39
P  Mléko polotučné [l],2023-10,15.21
P  Mléko polotučné [l],2023-11,15.15
P  Mléko polotučné [l],2023-12,15.11
P  Mléko polotučné [l],2024-01,15.25
P  Mléko polotučné [l],2024-02,15.1
P  Mléko polotučné [l],2024-03,15.04
P  Mléko polotučné [l],2024-04,15.14
P  Mléko polotučné [l],2024-05,15.08
P  Mléko polotučné [l],2024-06,14.72
P  Mléko polotučné [l],2024-07,14.96
P  Mléko polotučné [l],2024-08,14.83
P  Mléko polotučné [l],2024-09,15.12
P  Mléko polotučné [l],2024-10,15.24
P  Mléko polotučné [l],2024-11,15.37
P  Mléko polotučné [l],2024-12,15.23
P  Mléko polotučné [l],2025-01,15.88
P  Mléko polotučné [l],2025-02,16.24
P  Mléko polotučné [l],2025-03,16.08
P  Mléko polotučné [l],2025-04,16.2
P  Mléko polotučné [l],2025-05,16.27
P  Mléko polotučné [l],2025-06,16.33
P  Mléko polotučné [l],2025-07,16.23
P  Mléko polotučné [l],2025-08,16.13
P  Mléko polotučné [l],2025-09,16.53
P  Mléko polotučné [l],2025-10,16.63
S  Mléko polotučné pasterované [l],2013-01,19.3
S  Mléko polotučné pasterované [l],2013-02,19.18
S  Mléko polotučné pasterované [l],2013-03,19.28
S  Mléko polotučné pasterované [l],2013-04,18.99
S  Mléko polotučné pasterované [l],2013-05,18.68
S  Mléko polotučné pasterované [l],2013-06,19.08
S  Mléko polotučné pasterované [l],2013-07,19.21
S  Mléko polotučné pasterované [l],2013-08,19.03
S  Mléko polotučné pasterované [l],2013-09,19.14
S  Mléko polotučné pasterované [l],2013-10,19.49
S  Mléko polotučné pasterované [l],2013-11,19.49
S  Mléko polotučné pasterované [l],2013-12,20.49
S  Mléko polotučné pasterované [l],2014-01,19.86
S  Mléko polotučné pasterované [l],2014-02,19.96
S  Mléko polotučné pasterované [l],2014-03,21.07
S  Mléko polotučné pasterované [l],2014-04,21.18
S  Mléko polotučné pasterované [l],2014-05,21.07
S  Mléko polotučné pasterované [l],2014-06,21.05
S  Mléko polotučné pasterované [l],2014-07,21.14
S  Mléko polotučné pasterované [l],2014-08,20.83
S  Mléko polotučné pasterované [l],2014-09,20.21
S  Mléko polotučné pasterované [l],2014-10,21.07
S  Mléko polotučné pasterované [l],2014-11,20.9
S  Mléko polotučné pasterované [l],2014-12,20.59
S  Mléko polotučné pasterované [l],2015-01,20.33
S  Mléko polotučné pasterované [l],2015-02,21.04
S  Mléko polotučné pasterované [l],2015-03,20.8
S  Mléko polotučné pasterované [l],2015-04,20.52
S  Mléko polotučné pasterované [l],2015-05,20.27
S  Mléko polotučné pasterované [l],2015-06,19.86
S  Mléko polotučné pasterované [l],2015-07,18.62
S  Mléko polotučné pasterované [l],2015-08,18.98
S  Mléko polotučné pasterované [l],2015-09,19.07
S  Mléko polotučné pasterované [l],2015-10,19.51
S  Mléko polotučné pasterované [l],2015-11,18.55
S  Mléko polotučné pasterované [l],2015-12,17.8
S  Mléko polotučné pasterované [l],2016-01,19.21
S  Mléko polotučné pasterované [l],2016-02,18.74
S  Mléko polotučné pasterované [l],2016-03,17.53
S  Mléko polotučné pasterované [l],2016-04,18.59
S  Mléko polotučné pasterované [l],2016-05,17.81
S  Mléko polotučné pasterované [l],2016-06,17.44
S  Mléko polotučné pasterované [l],2016-07,16.86
S  Mléko polotučné pasterované [l],2016-08,17.63
S  Mléko polotučné pasterované [l],2016-09,17.27
S  Mléko polotučné pasterované [l],2016-10,17.89
S  Mléko polotučné pasterované [l],2016-11,18.32
S  Mléko polotučné pasterované [l],2016-12,18.61
S  Mléko polotučné pasterované [l],2017-01,18.73
S  Mléko polotučné pasterované [l],2017-02,19.35
S  Mléko polotučné pasterované [l],2017-03,19.04
S  Mléko polotučné pasterované [l],2017-04,19.8
S  Mléko polotučné pasterované [l],2017-05,18.71
S  Mléko polotučné pasterované [l],2017-06,19.58
S  Mléko polotučné pasterované [l],2017-07,19.45
S  Mléko polotučné pasterované [l],2017-08,20.01
S  Mléko polotučné pasterované [l],2017-09,19.72
S  Mléko polotučné pasterované [l],2017-10,19.92
S  Mléko polotučné pasterované [l],2017-11,20.47
S  Mléko polotučné pasterované [l],2017-12,20.32
S  Mléko polotučné pasterované [l],2018-01,20.3
S  Mléko polotučné pasterované [l],2018-02,20.55
S  Mléko polotučné pasterované [l],2018-03,19.44
S  Mléko polotučné pasterované [l],2018-04,19.68
S  Mléko polotučné pasterované [l],2018-05,19.66
S  Mléko polotučné pasterované [l],2018-06,19.17
S  Mléko polotučné pasterované [l],2018-07,20.19
S  Mléko polotučné pasterované [l],2018-08,20.08
S  Mléko polotučné pasterované [l],2018-09,20.25
S  Mléko polotučné pasterované [l],2018-10,19.57
S  Mléko polotučné pasterované [l],2018-11,19.45
S  Mléko polotučné pasterované [l],2018-12,19.67
S  Mléko polotučné pasterované [l],2019-01,19.27
S  Mléko polotučné pasterované [l],2019-02,20.12
S  Mléko polotučné pasterované [l],2019-03,20.22
S  Mléko polotučné pasterované [l],2019-04,20.06
S  Mléko polotučné pasterované [l],2019-05,20.75
S  Mléko polotučné pasterované [l],2019-06,19.95
S  Mléko polotučné pasterované [l],2019-07,20.24
S  Mléko polotučné pasterované [l],2019-08,20.38
S  Mléko polotučné pasterované [l],2019-09,20.06
S  Mléko polotučné pasterované [l],2019-10,20.34
S  Mléko polotučné pasterované [l],2019-11,20.55
S  Mléko polotučné pasterované [l],2019-12,20.79
S  Mléko polotučné pasterované [l],2020-01,19.39
S  Mléko polotučné pasterované [l],2020-02,19.69
S  Mléko polotučné pasterované [l],2020-03,20.07
S  Mléko polotučné pasterované [l],2020-04,19.9
S  Mléko polotučné pasterované [l],2020-05,20.03
S  Mléko polotučné pasterované [l],2020-06,19.32
S  Mléko polotučné pasterované [l],2020-07,19.26
S  Mléko polotučné pasterované [l],2020-08,19.41
S  Mléko polotučné pasterované [l],2020-09,18.22
S  Mléko polotučné pasterované [l],2020-10,18.28
S  Mléko polotučné pasterované [l],2020-11,18.36
S  Mléko polotučné pasterované [l],2020-12,17.86
S  Mléko polotučné pasterované [l],2021-01,17.91
S  Mléko polotučné pasterované [l],2021-02,17.26
S  Mléko polotučné pasterované [l],2021-03,17.69
S  Mléko polotučné pasterované [l],2021-04,17.18
S  Mléko polotučné pasterované [l],2021-05,17.21
S  Mléko polotučné pasterované [l],2021-06,17.7
S  Mléko polotučné pasterované [l],2021-07,17.58
S  Mléko polotučné pasterované [l],2021-08,18.73
S  Mléko polotučné pasterované [l],2021-09,18.49
S  Mléko polotučné pasterované [l],2021-10,18.63
S  Mléko polotučné pasterované [l],2021-11,18.92
S  Mléko polotučné pasterované [l],2021-12,18.84
S  Mléko polotučné pasterované [l],2022-01,19.03
S  Mléko polotučné pasterované [l],2022-02,19.49
S  Mléko polotučné pasterované [l],2022-03,18.39
S  Mléko polotučné pasterované [l],2022-04,19.49
S  Mléko polotučné pasterované [l],2022-05,19.97
S  Mléko polotučné pasterované [l],2022-06,21.06
S  Mléko polotučné pasterované [l],2022-07,22.16
S  Mléko polotučné pasterované [l],2022-08,22.09
S  Mléko polotučné pasterované [l],2022-09,22.13
S  Mléko polotučné pasterované [l],2022-10,23.16
S  Mléko polotučné pasterované [l],2022-11,23.24
S  Mléko polotučné pasterované [l],2022-12,23.5
S  Mléko polotučné pasterované [l],2023-01,24.01
S  Mléko polotučné pasterované [l],2023-02,24.01
S  Mléko polotučné pasterované [l],2023-03,24.48
S  Mléko polotučné pasterované [l],2023-04,24.63
S  Mléko polotučné pasterované [l],2023-05,24.51
S  Mléko polotučné pasterované [l],2023-06,24.52
S  Mléko polotučné pasterované [l],2023-07,24.15
S  Mléko polotučné pasterované [l],2023-08,22.75
S  Mléko polotučné pasterované [l],2023-09,22.62
S  Mléko polotučné pasterované [l],2023-10,22.57
S  Mléko polotučné pasterované [l],2023-11,22.63
S  Mléko polotučné pasterované [l],2023-12,22.84
S  Mléko polotučné pasterované [l],2024-01,21.41
S  Mléko polotučné pasterované [l],2024-02,21.45
S  Mléko polotučné pasterované [l],2024-03,21.67
S  Mléko polotučné pasterované [l],2024-04,21.42
S  Mléko polotučné pasterované [l],2024-05,21.64
S  Mléko polotučné pasterované [l],2024-06,21.53
S  Mléko polotučné pasterované [l],2024-07,22.48
S  Mléko polotučné pasterované [l],2024-08,22.7
S  Mléko polotučné pasterované [l],2024-09,23.07
S  Mléko polotučné pasterované [l],2024-10,22.94
S  Mléko polotučné pasterované [l],2024-11,23.88
S  Mléko polotučné pasterované [l],2024-12,23.75
S  Mléko polotučné pasterované [l],2025-01,24.16
S  Mléko polotučné pasterované [l],2025-02,24.03
S  Mléko polotučné pasterované [l],2025-03,24.04
S  Mléko polotučné pasterované [l],2025-04,24.68
S  Mléko polotučné pasterované [l],2025-05,24.66
S  Mléko polotučné pasterované [l],2025-06,25.07
S  Mléko polotučné pasterované [l],2025-07,25.12
S  Mléko polotučné pasterované [l],2025-08,24.21
S  Mléko polotučné pasterované [l],2025-09,24.07
S  Mléko polotučné pasterované [l],2025-10,24.61
P  Máslo [kg],2013-01,97.21
P  Máslo [kg],2013-02,95.1
P  Máslo [kg],2013-03,96.61
P  Máslo [kg],2013-04,94.91
P  Máslo [kg],2013-05,96.3
P  Máslo [kg],2013-06,102.84
P  Máslo [kg],2013-07,107.26
P  Máslo [kg],2013-08,107.35
P  Máslo [kg],2013-09,111.04
P  Máslo [kg],2013-10,115.54
P  Máslo [kg],2013-11,115.69
P  Máslo [kg],2013-12,115.11
P  Máslo [kg],2014-01,118.15
P  Máslo [kg],2014-02,116.43
P  Máslo [kg],2014-03,114.92
P  Máslo [kg],2014-04,110.91
P  Máslo [kg],2014-05,111.6
P  Máslo [kg],2014-06,106.31
P  Máslo [kg],2014-07,109
P  Máslo [kg],2014-08,107.41
P  Máslo [kg],2014-09,104.05
P  Máslo [kg],2014-10,100.33
P  Máslo [kg],2014-11,101.92
P  Máslo [kg],2014-12,102.18
P  Máslo [kg],2015-01,99.76
P  Máslo [kg],2015-02,98.44
P  Máslo [kg],2015-03,100.22
P  Máslo [kg],2015-04,103.82
P  Máslo [kg],2015-05,94.13
P  Máslo [kg],2015-06,95.7
